Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
91,"SD Mastrofski, RR Ritti","Police training and the effects of organization on drunk driving enforcement",1996,"Justice quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418829600092951","https://scholar.google.com/scholar?cites=3910904655516028397&as_sdt=2005&sciodt=0,5&hl=en",360,"2021-09-29 11:06:12","","10.1080/07418829600092951","","",,,,,91,3.64,46,2,25,"… criminal law have stimulated a demand for increased DUI training for law enforcement officers … Supervisory responsibilities require concentration on police subordinates and on paperwork, thus reducing the … were avail- able on the officers' preferred style of policing: how selective …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jquart13&section=27","https://scholar.google.com/scholar?q=related:7U10NhBTRjYJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
52,"CL Kothari, KV Rhodes, JA Wiley, ...","Protection orders protect against assault and injury: A longitudinal study of police-involved women victims of intimate partner violence",2012,"Journal of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0886260512438284","https://scholar.google.com/scholar?cites=17485934952954932013&as_sdt=2005&sciodt=0,5&hl=en",361,"2021-09-29 11:06:12","","10.1177/0886260512438284","","",,,,,52,5.78,13,4,9,"The objective of this study was to measure the efficacy of protection orders (POs) in reducing assault and injury-related outcomes using a matched comparison group and tracking outcomes over time. ...","https://journals.sagepub.com/doi/pdf/10.1177/0886260512438284","https://scholar.google.com/scholar?q=related:LSt3_DGFqvIJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
10,"JV Carson, AP Wellman","Problem-oriented policing in suburban low-income housing: a quasi-experiment",2018,"Police Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1098611117744005","https://scholar.google.com/scholar?cites=17682570683604726406&as_sdt=2005&sciodt=0,5&hl=en",362,"2021-09-29 11:06:12","","10.1177/1098611117744005","","",,,,,10,3.33,5,2,3,"… Format, Tips on citation download. Download Citation. Download article citation data for: Problem-Oriented Policing in Suburban Low-Income Housing: A Quasi-Experiment. Jennifer V. Carson and Ashley P. Wellman. Police Quarterly 2017 21:2, 139-170. Download Citation …","https://journals.sagepub.com/doi/pdf/10.1177/1098611117744005","https://scholar.google.com/scholar?q=related:hvL-t1kcZfUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
7,"T Davies, K Bowers","Patterns in the supply and demand of urban policing at the street segment level",2020,"Policing and society","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/10439463.2019.1598997","https://scholar.google.com/scholar?cites=15544757393459974845&as_sdt=2005&sciodt=0,5&hl=en",363,"2021-09-29 11:06:12","","10.1080/10439463.2019.1598997","","",,,,,7,7.00,4,2,1,"… It is clear, however, that much research in this area is broadly qualitative: compared with the 'outcomes' of policing (eg crime or calls for service), police behaviour itself has received little quantitative attention. In this section, we will give a brief history of police resource tracking …","https://www.tandfonline.com/doi/pdf/10.1080/10439463.2019.1598997","https://scholar.google.com/scholar?q=related:vRLPXH0SutcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
5,"G Den Heyer","Examining police strategic resource allocation in a time of austerity",2014,"Salus Journal","search.informit.org","https://search.informit.org/doi/abs/10.3316/INFORMIT.748254042955741","https://scholar.google.com/scholar?cites=6443802066477444425&as_sdt=2005&sciodt=0,5&hl=en",364,"2021-09-29 11:06:12","","10.3316/INFORMIT.748254042955741","","",,,,,5,0.71,5,1,7,"… Most United States law enforcement agencies allocate resources based on the number of calls … THE RELATIONSHIP BETWEEN POLICING, CRIME AND SOCIO- ECONOMIC VARIABLES Previous aggregate studies of police resource allocation have used a number of different …","https://search.informit.org/doi/pdf/10.3316/informit.748254042955741","https://scholar.google.com/scholar?q=related:Se1Qt9b7bFkJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
1186,"JQ Wilson, GL Kelling","The police and neighborhood safety Broken Windows",2017,"Social, Ecological and Environmental …","taylorfrancis.com","https://www.taylorfrancis.com/chapters/edit/10.4324/9781315087863-11/police-neighborhood-safety-broken-windows-james-wilson-george-kelling","https://scholar.google.com/scholar?cites=14841914453210657181&as_sdt=2005&sciodt=0,5&hl=en",365,"2021-09-29 11:06:12","","","","",,,,,1186,296.50,593,2,4,"… This pattern of policing was not an aberration or the result of occasional excess … Over the past two decades, the shift of police from order-mainte- nance to law-enforcement has brought them increasingly under the influence of legal restrictions, provoked by me- dia …","","https://scholar.google.com/scholar?q=related:nXFbMo8S-c0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
18,"S Holgersson, J Knutsson","Differences in performance among Swedish uniformed police officers",2012,"Policing: A Journal of Policy and …","academic.oup.com","https://academic.oup.com/policing/article-abstract/6/2/210/1520445","https://scholar.google.com/scholar?cites=8538852848444400665&as_sdt=2005&sciodt=0,5&hl=en",366,"2021-09-29 11:06:12","","","","",,,,,18,2.00,9,2,9,"… Both the 1985 reform and the community police reform from the mid-1990s were aimed at abandoning the 'reactive' and calls-for-service dominated style of policing, in favour of more preventive and community-based police activity …","https://academic.oup.com/policing/article/6/2/210/1520445","https://scholar.google.com/scholar?q=related:GWTcxGwZgHYJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
5,"T Hegarty, LS Williams, S Stanton, ...","Evidence-based policing at work in smaller jurisdictions",2014,"Translational …","academia.edu","https://www.academia.edu/download/34484088/Evidence-based_Police_Work_in_Smaller_Jurisdictions.pdf","https://scholar.google.com/scholar?cites=3673177798921646119&as_sdt=2005&sciodt=0,5&hl=en",367,"2021-09-29 11:06:12","PDF","","","",,,,,5,0.71,1,4,7,"… random patrol, rapid uniformed response, deployment of officers to crime investigation once an offense has been detected, and reliance on law enforcement and the … The “Unpayable” Police. Policing: An International Journal of Police Strategies and Management 22(2), 133-151 …","https://www.academia.edu/download/34484088/Evidence-based_Police_Work_in_Smaller_Jurisdictions.pdf","https://scholar.google.com/scholar?q=related:J3CTLb-_-TIJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
129,"PK Manning","Technology's ways: Information technology, crime analysis and the rationalizing of policing",2001,"Criminal Justice","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1466802501001001005","https://scholar.google.com/scholar?cites=13959631369350592975&as_sdt=2005&sciodt=0,5&hl=en",368,"2021-09-29 11:06:12","","10.1177/1466802501001001005","","",,,,,129,6.45,129,1,20,"… Each week, data are downloaded from LEMs (Law Enforcement Management System) which is a … Ethnographic research demonstrates further sources of police resistance and/or acceptance of IT-it is … to which the officer has access and must use, and local policing practices and …","https://journals.sagepub.com/doi/pdf/10.1177/1466802501001001005","https://scholar.google.com/scholar?q=related:z7mK5cSSusEJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
59,"C Murphy","Community problems, problem communities, and community policing in Toronto",1988,"Journal of Research in Crime and Delinquency","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0022427888025004005","https://scholar.google.com/scholar?cites=993220304629732669&as_sdt=2005&sciodt=0,5&hl=en",369,"2021-09-29 11:06:12","","10.1177/0022427888025004005","","",,,,,59,1.79,59,1,33,"… policing model about unresponsive or unaware police is therefore not about the quantity of police response but more accurately about the quality and nature of police response. By emphasizing that not all policing problems are defined by individual calls for service and are …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jrcd25&section=29","https://scholar.google.com/scholar?q=related:PRUp0ZqgyA0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
39,"KD Hassell","Variation in police patrol practices: The precinct as a sub‐organizational level of analysis",2007,"Policing: An International Journal of Police Strategies & …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/13639510710753252/full/html","https://scholar.google.com/scholar?cites=3418228568080487220&as_sdt=2005&sciodt=0,5&hl=en",370,"2021-09-29 11:06:12","","10.1108/13639510710753252","","",,,,,39,2.79,39,1,14,"… is a long history of racial conflict between residents of the precinct and the police department … the policing style is both reactive and proactive, with a heavy emphasis on proactive policing … within the precinct are answering calls for service and proactive law enforcement activities …","https://scholar.google.com/scholar?output=instlink&q=info:NJOHqcX8by8J:scholar.google.com/&hl=en&as_sdt=0,5&scillfp=8518974380609470498&oi=lle","https://scholar.google.com/scholar?q=related:NJOHqcX8by8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
5,"EG Cohn","The effects of weather and temporal variables on calls for police service.",1991,"","ethos.bl.uk","https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.386413","https://scholar.google.com/scholar?cites=3748839404094661715&as_sdt=2005&sciodt=0,5&hl=en",371,"2021-09-29 11:06:12","CITATION","","","",,,,,5,0.17,5,1,30,"… Use this URL to cite or link to this record in EThOS: https://ethos.bl.uk/OrderDetails.do?uin= uk.bl.ethos.386413. Title: The effects of weather and temporal variables on calls for police service. Author: Cohn, Ellen Gail. ISNI: 0000 0001 3559 9365. Awarding Body: University of …","","https://scholar.google.com/scholar?q=related:U6QMaZONBjQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
146,"D Bradford, JE Pynes","Police academy training: why hasn't it kept up with practice?",1999,"Police Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/109861119900200302","https://scholar.google.com/scholar?cites=17565470458617138042&as_sdt=2005&sciodt=0,5&hl=en",372,"2021-09-29 11:06:12","","10.1177/109861119900200302","","",,,,,146,6.64,73,2,22,"… criminal investigation, the use of firearms, and force and that little time was allocated to the interpersonal aspects of policing. Ness ( 1991 ) sur- veyed 210 police officers who had completed the Illinois Minimum Stan- dards Basic Law Enforcement Training, asking …","https://journals.sagepub.com/doi/pdf/10.1177/109861119900200302","https://scholar.google.com/scholar?q=related:egt-9lAWxfMJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
1,"R Sandrin, R Simpson","Public assessments of police during the COVID-19 pandemic: the effects of procedural justice and personal protective equipment",2021,"Policing: An International Journal","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/PIJPSM-03-2021-0045/full/html","https://scholar.google.com/scholar?cites=4448699551721587424&as_sdt=2005&sciodt=0,5&hl=en",373,"2021-09-29 11:06:12","","10.1108/PIJPSM-03-2021-0045","","",,,,,1,1.00,1,2,1,"… still has been some variation in how police agencies (and individual officers) have dealt with pandemic-related calls for service, with some … 3.1 Contention regarding the policing of a pandemic The plausibility of potentially negative assessments of police during the …","",""
120,"MA Andresen","The ambient population and crime analysis",2011,"The Professional Geographer","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/00330124.2010.547151","https://scholar.google.com/scholar?cites=1170132341919164903&as_sdt=2005&sciodt=0,5&hl=en",374,"2021-09-29 11:06:12","","10.1080/00330124.2010.547151","","",,,,,120,12.00,120,1,10,"… The violent crime data used here come from the Vancouver Police Department's Calls for Service Database (VPD-CFS database) generated by its computer-aided dispatch system. The VPD-CFS database is the set of requests …","https://www.tandfonline.com/doi/pdf/10.1080/00330124.2010.547151","https://scholar.google.com/scholar?q=related:56lJVColPRAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
906,"JE Eck, W Spelman","Problem-solving: Problem-oriented policing in Newport News",1987,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.510.7354","https://scholar.google.com/scholar?cites=2337257063884133113&as_sdt=2005&sciodt=0,5&hl=en",375,"2021-09-29 11:06:12","","","","",,,,,906,26.65,453,2,34,"… circumstances that create incidents. The Newport News Police Department, a moderate-sized agency, was selected by the National Institute of Justice to serve as a pilot test of problem-oriented policing. A departmental task force …","","https://scholar.google.com/scholar?q=related:-RKWkeqabyAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
181,"ML Birzer, R Tannehill","A more effective training approach for contemporary policing",2001,"Police Quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/109861101129197815","https://scholar.google.com/scholar?cites=15293130897562927506&as_sdt=2005&sciodt=0,5&hl=en",376,"2021-09-29 11:06:12","","10.1177/109861101129197815","","",,,,,181,9.05,91,2,20,"… When police training academies place great weight on the law enforcement and mecha- nistic parts of the job, assuredly the techniques used in teaching will usually be behavioral and cognitive … (p. 50) For community policing to be successful, police officers have to be self …","https://journals.sagepub.com/doi/pdf/10.1177/109861101129197815","https://scholar.google.com/scholar?q=related:kgHKXIYdPNQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
25,"CN Famega","Proactive policing by post and community officers",2009,"Crime & Delinquency","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0011128707310160","https://scholar.google.com/scholar?cites=18199174377029409113&as_sdt=2005&sciodt=0,5&hl=en",377,"2021-09-29 11:06:12","","10.1177/0011128707310160","","",,,,,25,2.08,25,1,12,"… Baltimore police officers were assigned as “post” and “community outreach” officers. Famega / Proactive Policing 85 … power permitting) in single-officer units and performed traditional patrol duties in that they had primary responsibility for responding to calls for service within their …","https://journals.sagepub.com/doi/pdf/10.1177/0011128707310160","https://scholar.google.com/scholar?q=related:WZk6LKx0kPwJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
12,"JL Greenstone","Crisis intervention skills training for police negotiators in the 21st century",1994,"Journal of Police and Criminal Psychology","Springer","https://link.springer.com/article/10.1007%252FBF02803670","https://scholar.google.com/scholar?cites=16208128010906912327&as_sdt=2005&sciodt=0,5&hl=en",378,"2021-09-29 11:06:12","","","","",,,,,12,0.44,12,1,27,"… of time, great interest has been expressed by the Federal Bureau of Investigation (Advanced Special Topics, 1991; 14th Annual Hostage Negotiations Conference, 1993) in the relationships that exist between the types of calls-for- service experienced by police negotiators and …","https://link.springer.com/content/pdf/10.1007/BF02803670.pdf","https://scholar.google.com/scholar?q=related:R0YqNI3W7uAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
3,"DW PURDY","Community policing",2012,"… Community Policing: Problems and Challenges","books.google.com","https://books.google.com/books?hl=en&lr=&id=wgJ-DwAAQBAJ&oi=fnd&pg=PA1&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=XCBsQ2yM7u&sig=kf1qa09xHF5i_O3i11d1jcsMjy0","https://scholar.google.com/scholar?cites=9786506259563162606&as_sdt=2005&sciodt=0,5&hl=en",379,"2021-09-29 11:06:12","","","","",,,,,3,0.33,3,1,9,"… There is reflection and sharing of personal and professional lessons learned by the author during his career of 40 years in law enforcement, with special attention to the … As a police chief, this practitioner has implemented community policing in several police departments …","","https://scholar.google.com/scholar?q=related:7itmiZen0IcJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
0,"MS Hartanto","Optimization of Public Services by Bhabinkamtibmas in Improving Community Trust Building in the Assisted Village of the Bogor Police",2021,"Tanggon Kosala","journal.akademikepolisian.com","http://journal.akademikepolisian.com/index.php/tanggonkosala/article/view/532","",380,"2021-09-29 11:06:12","","","","",,,,,0,0.00,0,1,1,"… Abstract. The background of this research is to improve community trust building towards the police by optimizing public services carried out by members of the Bhabinkamtibmas Bogor Police. The public demand for good public services as regulated in Law Number 25 of 2009 …","",""
0,"KG Sheppard, JI Stowell","Police fatal force and crime reporting: a test of community responses to fatal police-civilian encounters",2021,"Journal of interpersonal violence","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/08862605211043579","",381,"2021-09-29 11:06:12","","10.1177/08862605211043579","","",,,,,0,0.00,0,2,1,"Public perceptions of police legitimacy and effectiveness have been challenged by recent high-profile use of fatal force incidents by the police. Prior scholarship suggests that that controversial ...","https://journals.sagepub.com/doi/pdf/10.1177/08862605211043579",""
14,"B Ariel, LW Sherman, M Newton","Testing hot‐spots police patrols against no‐treatment controls: Temporal and spatial deterrence effects in the London Underground experiment",2020,"Criminology","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/1745-9125.12231","https://scholar.google.com/scholar?cites=2621698062512514455&as_sdt=2005&sciodt=0,5&hl=en",382,"2021-09-29 11:06:12","","10.1111/1745-9125.12231","","",,,,,14,14.00,5,3,1,"… In our view, the major uncertainty in hot‐spots policing experiments is the general failure … variance of hot‐spots boundaries, the frequency and types of crime or calls for service analyzed, and … of causality as are the baseline level of the independent variable (police patrol dosage …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/1745-9125.12231","https://scholar.google.com/scholar?q=related:l2VjXH8kYiQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
188,"W Christopher","Report of the independent commission on the Los Angeles Police Department",1991,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=sBTB_IbeNb4C&oi=fnd&pg=PR1&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=DSidlURapT&sig=ru86QL8bmrcboAe4tP_YV7s7Kwg","https://scholar.google.com/scholar?cites=9520325604625917355&as_sdt=2005&sciodt=0,5&hl=en",383,"2021-09-29 11:06:12","BOOK","","","",,,,,188,6.27,188,1,30,"… The Commission sought to examine all aspects of the law enforcement structure in Los Angeles that … As crime rates soar, police officers must contend with more and more potential and actual … The difficulties of policing in Los Angeles are compounded by its vast geographic area …","https://books.google.com/books?hl=en&lr=&id=sBTB_IbeNb4C&oi=fnd&pg=PR1&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=DSidlURapT&sig=ru86QL8bmrcboAe4tP_YV7s7Kwg","https://scholar.google.com/scholar?q=related:q6XIUbL9HoQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
9,"RJ Mitchell","A light introduction to evidence based policing",2019,"Evidence based policing: An introduction","books.google.com","https://books.google.com/books?hl=en&lr=&id=BAZ6DwAAQBAJ&oi=fnd&pg=PA3&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=BYcSdM4cxC&sig=O76YdS4KHPOTreI0alGsXBDIvVU","https://scholar.google.com/scholar?cites=396972870238475043&as_sdt=2005&sciodt=0,5&hl=en",384,"2021-09-29 11:06:12","","","","",,,,,9,4.50,9,1,2,"… This would possibly fall into a level 1 on the Maryland SMS or may not even make it to level 1. Police shootings, in addition to other issues in law enforcement, may not be viable for randomization, which is why the UK College of Policing advocates for the best …","","https://scholar.google.com/scholar?q=related:IxMI5LhUggUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
14,"SG Walker, JC McDavid, CR Walker","The Victoria Community Police Stations: A Three-Year Evaluation",1992,"","ncjrs.gov","https://www.ncjrs.gov/App/abstractdb/AbstractDBDetails.aspx?id=138985","https://scholar.google.com/scholar?cites=9638995205721740256&as_sdt=2005&sciodt=0,5&hl=en",385,"2021-09-29 11:06:12","BOOK","","","",,,,,14,0.48,5,3,29,"… moving to an approach that emphasizes a service-wide philosophy, a balance between reactive and proactive policing strategies, a commitment to problem solving, effective police-community relations, and an enhanced ability to respond appropriately to calls for service …","","https://scholar.google.com/scholar?q=related:4NO87BGXxIUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
158,"GP Alpert, RG Dunham, JM MacDonald","Interactive police-citizen encounters that result in force",2004,"Police quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1098611103260507","https://scholar.google.com/scholar?cites=15589014687026565467&as_sdt=2005&sciodt=0,5&hl=en",386,"2021-09-29 11:06:12","","10.1177/1098611103260507","","",,,,,158,9.29,53,3,17,"… Encounters involving violent calls for service and property offenses are significantly more likely to result in … officer experience may have less to do with the nature of police use of … The social world of policing is composed of communication through ongoing processes or messages …","https://journals.sagepub.com/doi/pdf/10.1177/1098611103260507","https://scholar.google.com/scholar?q=related:W9GQgkNOV9gJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
0,"MBA Chad Lins","Analysis of Policing Services",,"dryden.formbuilder.ca","","https://dryden.formbuilder.ca/Uploads/City%20of%20Dryden/15b165c5-fa6b-4383-aa06-ad2c010980f2/Content/City%20of%20Dryden%20-%20Study%20and%20Analysis%20of%20Policing%20Services%20-%20Final%20Report%202021.pdf","",387,"2021-09-29 11:06:12","PDF","","","",,,,,0,0.00,0,1,,"… Officers are dedicated to Dryden alone. • Officers police the entire region … City of Dryden will continue to be responsible for By-Law Enforcement Officers and School Crossing Guards regardless of the policing model Community Policing Focus …","https://dryden.formbuilder.ca/Uploads/City%20of%20Dryden/15b165c5-fa6b-4383-aa06-ad2c010980f2/Content/City%20of%20Dryden%20-%20Study%20and%20Analysis%20of%20Policing%20Services%20-%20Final%20Report%202021.pdf","https://scholar.google.com/scholar?q=related:XUjxul9YFuwJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
9,"J Nix, TN Richards, GM Pinchevsky, EM Wright","Are domestic incidents really more dangerous to police? Findings from the 2016 National Incident Based Reporting System",2019,"Justice Quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418825.2019.1675748","https://scholar.google.com/scholar?cites=14913040954818767581&as_sdt=2005&sciodt=0,5&hl=en",388,"2021-09-29 11:06:12","","10.1080/07418825.2019.1675748","","",,,,,9,4.50,2,4,2,"… report from the Department of Justice's Office of Community Oriented Policing Services (COPS) and the National Law Enforcement Officers Memorial Fund (NLEOMF). Upon observing that between 2010 and 2014, 22% of the 91 calls for service resulting in a police officer fatality …","https://www.tandfonline.com/doi/pdf/10.1080/07418825.2019.1675748","https://scholar.google.com/scholar?q=related:3SrTWLzD9c4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
