record_id,type_of_reference,primary_title,publication_year,keywords,alternate_title3,volume,number,start_page,end_page,url,notes,notes_abstract,first_authors,language,place_published,doi,publisher,issn,unknown_tag,edition,included,asreview_ranking
242,JOUR,"Boom to Bust or Bust to Boom? Following the Effects of Weed and Seed Zoning in New Britain, Connecticut, from 1995 to 2000",2010,"ATTITUDES, CRIME-PREVENTION, DISPLACEMENT, arrests, crime, grants, policing, program evaluation",POLICE QUARTERLY,13,1,49,72,NA,NA,"This article addresses the effects of weed and seed zoning operations on arrests and calls for assistance in New Britain, Connecticut, during the 24-month before and 36-month after the inception of operations. Data are taken from New Britain police dispatch statistics and applied to a study of arrests and citizen calls for assistance across 738 U. S. Census block collection units (BCUs). The article employs tests of significance to assess the overall effects of zoning on these police activities across pre- and post-intervention periods and uses both weighted displacement quotient (WDQ) and exploratory spatial data analysis (ESDA) models to test for possible displacement associated with zoning. Results indicate that weed and seed zoning was significantly associated with displacement of arrest activity in pre- and post-intervention time periods but displayed no relationship with displacement of calls for assistance (CFAs). Though WDQ analyses do not indicate proximity effects, local indicators of spatial association (LISA) maps show noteworthy changes in the spatial clustering of arrest activity over time. Of principal concern here is the idea that weed and seed may prompt changes in the geography of crime without actually reducing crime rates. An ancillary concern is whether significantly higher arrest rates within weed and seed zones represent advances in community policing. NR  - 48 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Costanza, S E, Helms, R, Ratansi, S, Kilburn, J C, Harmon, J E",English,NA,10.1177/1098611109357323,NA,NA,NA,NA,1,97
2128,JOUR,Spatial Matters in Emergencies,2014,POLICE services POLICE GEOGRAPHIC information syst,Blue Line Magazine,26,9,12,12,https://search.ebscohost.com/login.aspx?direct=true&db=cja&AN=103584308&site=ehost-live,"Jin Y Xie; Email Address: JXie@hamiltonpolice.on.ca; Source Info: Nov2014, Vol. 26 Issue 9, p12; Subject Term: POLICE services; Subject Term: POLICE; Subject Term: GEOGRAPHIC information systems; Subject Term: COMPUTER-aided dispatch systems; Subject Term: ASSISTANCE in emergencies; Subject: ONTARIO; Number of Pages: 1p; Document Type: Article","The article features the Hamilton Police Service (HPS) in Ontario, the local Public Safety Answering Point (PSAP), and its integration of the Geographic Information Systems (GIS) with Computer Aided Dispatch (CAD). Topics discussed include the vital role spatial information plays in an emergency call, the importance of the accuracy and currency of the location information, and the major accomplishments in the mapping data upgrade done for the Computer Aided Dispatch (CAD) that HPS is using.","Jin, Y Xie",NA,NA,NA,NA,NA,NA,NA,1,98
1588,JOUR,The limits of our knowledge: Tracking the size and scope of police involvement with persons with mental illness,2021,NA,Facets,6,1,424,448,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104620674&doi=10.1139%2FFACETS-2021-0005&partnerID=40&md5=c9ffdc3b2e45bf33129b05fb1cfe575a,"Export Date: 19 August 2021, Correspondence Address: Hueya, L.; University of Western OntarioCanada; email: lhuey@uwo.ca","Significant public discourse has focused recently on police-civilian interactions involving with persons with mental illness (PMI). Despite increasing public attention, and growing demands for policy change, little is actually known about the myriad of ways in which Canadian police encounter PMI in the context of routine police work. To assist policymakers in developing evidence-informed policy, this paper attempts to shed light on present difficulties associated with addressing fundamental questions, such as the prevalence of mental health related issues in police calls for service. To do this, we attempt to map the size and scope of police calls for service involving PMI, drawing on both the available scientific data and the limited knowledge to be gleaned from available police reports. Our focus is on two broad categories of police interactions with citizens: public safety concerns (wellness checks, suicide threats, missing persons, mental health apprehensions) and crime prevention and response (encountering PMI as victims-complainants and (or) as potential suspects). We also explore the challenges policy-makers face in relying on police data and the importance of overcoming weaknesses in data collection and sharing in relation to the policing of uniquely vulnerable groups. This paper concludes with some key recommendations for addressing gaps highlighted. Â© 2021 Facets. All rights reserved.","Hueya, L, Ferguson, L, Vaughan, A D",English,"University of Western Ontario, London, ON N6A 5C2, Canada School of Criminal Justice and Criminology, Texas State University, San Marcos, TX 78666, United States",10.1139/FACETS-2021-0005,NA,NA,NA,NA,1,99
150,JOUR,Here's Looking at You: An Evaluation of Public CCTV Cameras and Their Effects on Crime and Disorder,2013,crime prevention evaluation research law enforceme,Criminal Justice Review,38,3,303,334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883658955&doi=10.1177%2F0734016813492415&partnerID=40&md5=df1e6bd5aabff020aee0b4af6d4f1f5b,"Cited By :21, Export Date: 19 August 2021, Correspondence Address: McLean, S. J.; John Finn Institute for Public Safety, 423 New Karner Road, Suite 5, Albany, NY 12205, United States; email: smclean@finninstitute.org","We examine the impacts of public surveillance cameras on crime and disorder in Schenectady, New York, a medium-sized city in the northeastern United States. We assessed camera impacts by analyzing monthly counts of crime and disorder-related calls for service that occurred within each camera's 150-foot viewshed as an interrupted time series, with the interruption at the time that the camera in question was activated. We also analyzed counts of incidents between 150 and 350 feet of cameras to assess displacement effects and diffusion of benefits. We further estimated camera effects on counts of only incidents in public locations-street crimes. Our study suggests that cameras have had effects on crime, even more consistent effects on disorder, and that the visibility of cameras is associated with its impact on crime and disorder. We conclude by discussing the implications of the findings and discuss the questions to which future research should be directed. Â© 2013 Georgia State University.","McLean, S J, Worden, R E, Kim, M S",English,"John Finn Institute for Public Safety, Albany, NY, United States University at Albany-SUNY, Albany, NY, United States State University of New York, Brockport, NY, United States",10.1177/0734016813492415,NA,NA,NA,NA,1,100
1451,"CONF A4  - National Science, Foundation",Spatiotemporal analysis of 9-1-1 call stream data,2006,Emergency response Public safety Telephone 911 Adm,"7th Annual International Conference on Digital Government Research, Dg.o 2006",151,NA,21,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250781664&doi=10.1145%2F1146598.1146608&partnerID=40&md5=00d4473a3da428714f69d0a296b47443,"Conference code: 69849, Cited By :2, Export Date: 19 August 2021, Correspondence Address: Jasso, H.; San Diego Supercomputer Center, 9500 Oilman Drive, San Diego, CA 92093-0505, United States; email: hjasso@sdsc.edu","Currently, archival 9-1-1 call stream data is used mainly for administrative purposes. We present spatiotemporal analysis of thirteen months worth of call stream data for the purpose of illustrating how this data might be used for enhancing emergency response in the State of California. An analysis of the data shows regularity in the 9-1-1 call volume which can facilitate the automatic detection of abnormally high call volumes that are associated with environmental, medical emergency, and law enforcement events. Thus, this is a first step towards the detection of unusual trends that could indicate widely spread events that require response beyond that of isolated incidents.","Jasso, H, Fountain, T, Baru, C, Hodgkiss, W, Reich, D, Warner, K",English,"San Diego Supercomputer Center, University of California, San Diego, 9500 Oilman Drive, San Diego, CA 92093-0505, United States Scripps Institution of Oceanography, University of California, San Diego, 9500 Gilman Drive, San Diego, CA 92093-0701, United S",10.1145/1146598.1146608,NA,NA,NA,NA,1,101
2023,JOUR,"RACE, LEGAL CYNICISM, AND THE MACHINE POLITICS OF DRUG LAW ENFORCEMENT IN CHICAGO",2018,"911 Calls, COLLECTIVE EFFICACY, CONTEXT, CRIME, Drug Crime, GROUP POSITION, Legal Cynicism, Neighborhoods, PERCEPTIONS, Race, VIOLENCE",DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE,15,1,129,151,NA,NA,"Using a wide array of official and unofficial data spanning two decades in the neighborhoods of Chicago, we explore connections between legal cynicism, the electoral regime of Mayor Richard M. Daley, and citizen calls for police assistance and police reports of drug crime. We find that the disproportionate concentration of legal cynicism about law enforcement in African American neighborhoods played a prominent and insufficiently understood role in building opposition to Mayor Daley's political machine. This race linked legal cynicism was grounded in neighborhood concerns about effective prevention of and protection from drug crime. The more punitive than preventative and protective approach to drug law enforcement that characterized the politics of the Daley crime machine contributed to a legacy that foreshadowed the growing and ultimately explosive demands for new mechanisms of police accountability in Chicago. NR  - 40 PU  - CAMBRIDGE UNIV PRESS PI  - NEW YORK PA  - 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA","Hagan, J, McCarthy, B, Herda, D",English,NA,10.1017/S1742058X18000085,NA,NA,NA,NA,1,102
2899,JOUR,Craft Breweries and Neighborhood Crime: Are They Related?,2020,alcohol outlets crime externalities neighborhood c,Papers in Applied Geography,6,3,256,271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081598967&doi=10.1080%2F23754931.2020.1737187&partnerID=40&md5=84c002d8984fb6c77ada13176e6c7e46,"Export Date: 19 August 2021, Correspondence Address: Nilsson, I.; Department of Geography and Earth Sciences, United States; email: inilsso1@uncc.edu","In their search for inexpensive real estate, many craft breweries have located in economically distressed neighborhoods. In many cases, breweries have contributed to the revitalization of neighborhoods. However, as a business that serves alcohol, some jurisdictions are concerned with potential negative externalities associated with craft breweries. One concern is a possible increase in crime. Using Portland as a case study, our purpose in this paper is to quantitatively assess changes in crime levels after the opening of a craft brewery. Using detailed data on calls for service to the Portland Police Bureau and brewery locations with their opening dates, we estimate the relationship between brewery openings and crime between 2012 and 2018. We control for brewery specific attributes, city-wide trends, and changes in neighborhood characteristics that may also affect crime levels. Our findings suggest that there is no significant change in crime around craft brewery locations post opening. However, the findings do provide guidance as to under which conditions brewery locations may be associated with relatively less or more crime. While breweries located in residential, industrial, or employment zones tend to be associated with less crime, breweries located in clusters in commercial zones tend to experience more crime. Â© 2020 Applied Geography Conferences.","Nilsson, I, Wartell, J, Reid, N",English,"Department of Geography and Earth Sciences, University of North Carolina at Charlotte, Charlotte, NC, United States Department of Urban Studies and Planning, University of California, San Diego, CA, United States Geography Planning, University of Toledo,",10.1080/23754931.2020.1737187,NA,NA,NA,NA,1,103
1629,JOUR,A Data-Driven Approach Using 911-Call Data to Reconfigure Police Beat Zones,2019,Beat zone equal partitioning policing,Papers in Applied Geography,5,1-2,166,175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073769963&doi=10.1080%2F23754931.2019.1657037&partnerID=40&md5=d33eec1d3da3c00b3b7b078d9a733cae,"Cited By :1, Export Date: 19 August 2021, Correspondence Address: Ramisetty-Mikler, S.; Center for Computational Epidemiology &amp; Response Plan (CeCERA), Discovery Park, 3940 N Elm St, United States; email: Susie.Ramisetty-Mikler@unt.edu","Finding the optimal boundaries of police beat zones is a challenging task due to the dynamic nature of 911-calls that vary over space and time. The lack of a data-driven approach for delineating these boundaries produces non-uniform demand across beat zones, thus resulting in an uneven distribution of workload among officers. We analyzed 911-calls received in a mid-sized Texas city over a period of 4 years and found differences in service call volume serviced by each of the five current beat zones that lead to workload disparities and uneven response times. Readily available 911-service call data integrated into Geographic Information Systems can be used to create boundaries of police beat zones that aim to minimize the differences in the number of service calls originating from each beat zone. Most recently developed approach, the Universal PArtitioning System, was used to produce contiguous spatial partitions of approximately equal call volume resulting in configurations that have a more uniform distribution of calls thus reducing the disparities in officer workload between beat zones. The efficiency of using a computational, data-driven approach allows police to evaluate the impacts of several beat zone configurations on their ability to provide service with respect to available resources. Â© 2019, Â© 2019 Applied Geography Conferences.","Jones, B, Tiwari, C, Ramisetty-Mikler, S",English,"Department of Geography, UniversitÃ© de MontrÃ©al, Montreal, QC, Canada Geography, University of North Texas, Denton, TX, United States Center for Computational Epidemiology & Response Plan (CeCERA), University of North Texas, Denton, TX, United States",10.1080/23754931.2019.1657037,NA,NA,NA,NA,1,104
767,JOUR,Handling emergency calls for service: Organizational production of crime statistics,1998,Crime Emergency services Police Service levels,Policing,21,4,576,599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040969460&doi=10.1108%2F13639519810241638&partnerID=40&md5=7b7d761cbdba7887f2a42f29e063e4b2,"Cited By :10, Export Date: 19 August 2021, Correspondence Address: Nesbary, D.K.; Department of Political Science, , Rochester, MI, United States","This paper reviews the transformation of requests for police services, specifically examining the various categories of assault. The impact of housing, race, education level, police workload, neighbourhood criminal history, type of call, call-taker input, priority (seriousness) originally assigned to the call, and decision to despatch are assessed. Moreover, the paper will: identify the processes police agencies use in classifying crime; identify the conditions under which requests for service are transformed by call-takers and despatchers; examine the impact of precursors to a request for services being made, including social and contextual (ecological), and prior workload variables; and examine the impact of factors occurring concurrent to the taking of a call.","Nesbary, D K",English,"Department of Political Science, Oakland University, Rochester, MI, United States",10.1108/13639519810241638,NA,NA,NA,NA,1,105
1004,JOUR,Identification of operational demand in law enforcement agencies An application based on a probabilistic model of topics,2019,"Big data, CRIME, Crime, DISCOVERY, HOT-SPOTS, Latent Dirichlet allocation, MINING TECHNIQUES, NETWORKS, POWER, Police, RETRIEVAL, TEXT, Text mining, Topic model",DATA TECHNOLOGIES AND APPLICATIONS,53,3,333,372,NA,NA,"Purpose The purpose of this paper is to develop a methodology for knowledge discovery in emergency response service databases based on police occurrence reports, generating information to help law enforcement agencies plan actions to investigate and combat criminal activities. Design/methodology/approach The developed model employs a methodology for knowledge discovery involving text mining techniques and uses latent Dirichlet allocation (LDA) with collapsed Gibbs sampling to obtain topics related to crime. Findings The method used in this study enabled identification of the most common crimes that occurred in the period from 1 January to 31 December of 2016. An analysis of the identified topics reaffirmed that crimes do not occur in a linear manner in a given locality. In this study, 40 per cent of the crimes identified in integrated public safety area 5, or AISP 5 (the historic centre of the city of RJ), had no correlation with AISP 19 (Copacabana - RJ), and 33 per cent of the crimes in AISP 19 were not identified in AISP 5. Research limitations/implications - The collected data represent the social dynamics of neighbourhoods in the central and southern zones of the city of Rio de Janeiro during the specific period from January 2013 to December 2016. This limitation implies that the results cannot be generalised to areas with different characteristics. Practical implications - The developed methodology contributes in a complementary manner to the identification of criminal practices and their characteristics based on police occurrence reports stored in emergency response databases. The generated knowledge enables law enforcement experts to assess, reformulate and construct differentiated strategies for combating crimes in a given locality. Social implications The production of knowledge from the emergency service database contributes to the government integrating information with other databases, thus enabling the improvement of strategies to combat local crime. The proposed model contributes to research on big data, on the innovation aspect and on decision support, for it breaks with a paradigm of analysis of criminal information. Originality/value The originality of the study lies in the integration of text mining techniques and LDA to detect crimes in a given locality on the basis of the criminal occurrence reports stored in emergency response service databases. FU  - Federal Fluminense University; Military Police of the State of Rio de Janeiro; Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES)Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES) [001] FX  - The authors thank the Federal Fluminense University and the Military Police of the State of Rio de Janeiro for the unrestricted support received for conducting the research, as well as the Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES) for the partial financing of the research - Finance Code 001. NR  - 86 PU  - EMERALD GROUP PUBLISHING LTD PI  - BINGLEY PA  - HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Basilio, M P, Pereira, V, Brum, G",English,NA,10.1108/DTA-12-2018-0109,NA,NA,NA,NA,1,106
1362,JOUR,A model of policing strategy choice The integration of the Latent Dirichlet Allocation (LDA) method with ELECTRE I,2020,"COMMUNITY, CRIME-PREVENTION, DISCOVERY, Data mining, Decision support systems, ELECTRE I, FOOT PATROL, HOT-SPOTS, IDENTIFICATION, Knowledge management, LDA, MINING TECHNIQUES, Multicriteria, Multicriteria programming, Operations research, Police, Portfolio analysis, RETRIEVAL, SENTIMENT ANALYSIS, Security public, TEXT, Text mining, Topic model",JOURNAL OF MODELLING IN MANAGEMENT,15,3,849,891,NA,NA,"Purpose The purpose of this paper is to develop a method for the discovery of knowledge in emergency response databases based on police incident reports, generating information that identifies local criminal demands that allow the selection of the appropriate policing strategies portfolio to solve the problem. Design/methodology/approach The developed model uses a methodology for the discovery of knowledge involving text mining techniques using Latent Dirichlet Allocation (LDA) integrated with the ELECTRE I multicriteria method. Findings The developed method allowed the identification of the most common criminal demands that occurred from January 1 to December 31, 2016, in the policing areas studied. One of the crimes does not occur homogeneously in a particular locality. In this study, it was initially observed that 40 per cent of the crimes identified in the Integrated Public Safety Area 5, or AISP-5, (historical city center of RJ) had no correlation with AISP-19 (Copacabana - RJ), and 33 per cent of crimes crimes in AISP-19 were not identified in AISP-5. This finding guided the second part of the method that sought to identify which portfolio of policing strategies would be most appropriate for the identified demands. In this sense, using the ELECTRE I method, eight different scenarios were constructed where it can be identified that for each specific criminal demand set there is a set of policing strategies to be applied. Social implications It is possible to infer that by choosing appropriate strategies to combat local crime, the proposed model will increase the population's sense of safety through an effective reduction in crime. Originality/value The originality of the study lies in the integration of text mining techniques, LDA and the ELECTRE I method for detecting crime in a given location based on crime reports stored in emergency response databases, enabling identification and choice, from customized policing strategies to particular criminal demands. FU  - Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES)Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior (CAPES) [001] FX  - The authors would like to thank the Federal Fluminense University and the Military Police of the State of Rio de Janeiro for the unrestricted support received for conducting the research. They also thank the CoordenacAo de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES) for the partial financing of the research - Finance Code 001. NR  - 142 PU  - EMERALD GROUP PUBLISHING LTD PI  - BINGLEY PA  - HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND","Basilio, M P, Brum, G S, Pereira, V",English,NA,10.1108/JM2-10-2018-0166,NA,NA,NA,NA,1,107
453,JOUR,Hope Is Around the Corner: Determining the Effect of Neighborhood Revitalization on Crime Through an Evaluation of Houston HOPE,2020,ARIMA modeling environmental criminology environme,Criminal Justice Policy Review,31,3,356,373,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061991225&doi=10.1177%2F0887403419828037&partnerID=40&md5=8170af39b98f263db9f702e616328a95,"Cited By :1, Export Date: 19 August 2021, Correspondence Address: Mitchell, M.M.; University of Central FloridaUnited States; email: mmitchell@ucf.edu","Vacant lots can attract debris, are often covered with overgrown vegetation, and at times, serve as hot spots for crime. Given the alignments associated with vacant lots, cities often try to revitalize or restore vacant lots to usable parcels. However, there is little research that examines the relationship between revitalization efforts for vacant lots and crime. This study seeks to determine how Houston HOPEâa revitalization projectâaffects crime trends within Houston, Texas. Data from the Houston Police Department are used to analyze the progress in the HOPE intervention on violent and property crime, and nuisance calls for service using autoregressive integrated moving average (ARIMA) modeling. We find that, for some HOPE areas, violent and property crimes and nuisance calls for service decreased, whereas, in other HOPE areas, those crimes and calls increased. Our results provide mixed support for the HOPE intervention and the utility of neighborhood revitalization efforts to influence criminal behavior. Â© The Author(s) 2019.","Mitchell, M M, Crandall, K L, Jia, D",English,"University of Central Florida, Orlando, FL, United States Kutztown University of Pennsylvania, Kutztown, PA, United States Metropolitan State University, Denver, CO, United States",10.1177/0887403419828037,NA,NA,NA,NA,1,108
48,JOUR,An econometric method of allocating police resources.,2008,"CRIMINAL justice system, ECONOMETRICS, MANAGEMENT, OPERATIONS research, POLICE, POLICE administration, RESOURCE allocation, econometrics, police resource allocation, policing",International Journal of Police Science & Management,10,2,192,213,http://10.0.5.70/ijps.2008.10.2.74,"Accession Number: 36092124; den Heyer, Garth; Mitchell, Margaret; Ganesh, Siva; Devery, Christopher 1,2,3,4; Affiliations: 1 : (Corresponding author) New Zealand Police, PO Box 3017, Wellington, New Zealand. Tel: +644-474-9546; Fax: +644-498-7406; email:; 2 : Faculty of Criminology, Edith Cowan University, Perth, Australia.; 3 : Department of Information, Massey University, Palmerston North, New Zealand.; 4 : New South Wales Police, Golburn, New South Wales, Australia.; Source Info: Summer2008, Vol. 10 Issue 2, p192; Subject Term: POLICE administration; Subject Term: CRIMINAL justice system; Subject Term: POLICE; Subject Term: MANAGEMENT; Subject Term: RESOURCE allocation; Subject Term: OPERATIONS research; Subject Term: ECONOMETRICS; Author-Supplied Keyword: econometrics; Author-Supplied Keyword: police resource allocation; Author-Supplied Keyword: policing; Number of Pages: 22p; Illustrations: 11 Charts; Document Type: Article","Traditionally, police agencies have allocated resources in response to their operational demands or requirements, with the majority of resources being distributed in response to political demands and public calls for service. The changing operating environment to a public service ethos of accountability and âdo more with lessâ means that historical methods of allocating police officers may not meet an agency's strategic goals. The relationship between social, economic and demographic factors with the number of police officers is not well understood. This study examines this issue through the presentation of the econometric method of Two-Stage Least Squares (2SLS) linear regression based on New Zealand social data for the period 1997 to 2002. A model, Police Resource (PRM), is developed and used as the basis to investigate a resource allocation formula for the New Zealand Police. The findings identify that the econometric resource allocation model developed is more defensible than the allocation method currently used by the New Zealand Police or any allocation method based solely on population. [ABSTRACT FROM AUTHOR]","den Heyer, Garth, Mitchell, Margaret, Ganesh, Siva, Devery, Christopher",NA,NA,NA,NA,NA,NA,NA,1,109
2926,CONF,Hotsketch: Drawing police patrol routes among spatiotemporal crime hotspots,2017,Systems science Break down Crime data Hotspots Pol,"50th Annual Hawaii International Conference on System Sciences, HICSS 2017",2017-Janua,NA,1372,1380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094983997&partnerID=40&md5=b82819d5674fe6ad088953963f573ed2,"Conference code: 169515, Cited By :4, Export Date: 19 August 2021, (PRIISM)","During the course of a day, a police unit is expected to move throughout the city to provide a visible presence and respond quickly to emergencies. Planning this movement at the beginning of the shift can provide a helpful first step in ensuring that officers are present in areas of high crime, but these plans can quickly break down as they are pulled away to 911 calls. Once such an initial plan is deferred, police units need to be able to rapidly and fluidly decide where to go next depending on their immediate location and time. In this paper, we present our research to couple spatiotemporal analysis of historical crime data with sketch-based interaction methods. This research is presented through an initial prototype, HotSketch, which we describe through a set of use cases within the domain of police patrol route planning. Â© 2017 Proceedings of the Annual Hawaii International Conference on System Sciences. All rights reserved.","Godwin, A, Stasko, J",English,"Georgia Institute of Technology, United States",NA,IEEE Computer Society,15301605 (ISSN); 9780998133102 (ISBN),"defaultdict(<class 'list'>, {'ED': ['Bui, T X', 'Sprague, R A4 - Ais', 'Ibm', 'Pacific Research Institute for Information, Systems', 'Management', 'Teradata, University Network', 'The International Society of Service Innovation, Professionals', ""University of Hawai'i at Manoa, Shidler College of Business""]})",NA,1,110
1930,JOUR,Complaint-Oriented Policing: Regulating Homelessness in Public Space,2019,"homelessness, policing, poverty governance, social control, urban sociology",AMERICAN SOCIOLOGICAL REVIEW,84,5,769,800,NA,NA,"Over the past 30 years, cities across the United States have adopted quality-of-life ordinances aimed at policing social marginality. Scholars have documented zero-tolerance policing and emerging tactics of therapeutic policing in these efforts, but little attention has been paid to 911 calls and forms of third-party policing in governing public space and the poor. Drawing on an analysis of 3.9 million 911 and 311 call records and participant observation alongside police officers, social workers, and homeless men and women residing on the streets of San Francisco, this article elaborates a model of ""complaint-oriented policing"" to explain additional causes and consequences of policing visible poverty. Situating the police within a broader bureaucratic field of poverty governance, I demonstrate how policing aimed at the poor can be initiated by callers, organizations, and government agencies, and how police officers manage these complaints in collaboration and conflict with health, welfare, and sanitation agencies. Expanding the conception of the criminalization of poverty, which is often centered on incarceration or arrest, the study reveals previously unforeseen consequences of move-along orders, citations, and threats that dispossess the poor of property, create barriers to services and jobs, and increase vulnerability to violence and crime. FU  - National Science FoundationNational Science Foundation (NSF); UC-Berkeley's Human Rights Center; Center for Engaged Scholarship; Horowitz Foundation for Social Policy FX  - Funding for this research included grants from the National Science Foundation, UC-Berkeley's Human Rights Center, the Center for Engaged Scholarship, and the Horowitz Foundation for Social Policy. NR  - 94 PU  - SAGE PUBLICATIONS INC PI  - THOUSAND OAKS PA  - 2455 TELLER RD, THOUSAND OAKS, CA 91320 USA","Herring, C",English,NA,10.1177/0003122419872671,NA,NA,NA,NA,1,111
1436,SER,Information-theoretic methods applied to dispatch of emergency services data,2020,911 system Crime informatics Crime mapping Behavio,"14th International Conference on Augmented Cognition, AC 2020, held as part of the 22nd International Conference on Human-Computer Interaction, HCII 2020",12197 LNAI,NA,353,370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088753609&doi=10.1007%2F978-3-030-50439-7_24&partnerID=40&md5=e1e62f1e361df5be3de2a2adb27cef50,"Conference code: 242429, Export Date: 19 August 2021, Correspondence Address: Hancock, K.; Murray State UniversityUnited States; email: khancock11@murraystate.edu","The dispatch of emergency services is a complex cognitive task. Current decision support methods rely heavily on manual analysis of maps and map overlays. This paper aims to use call for service/emergency (CFS) dispatch data from various cities to look for patterns not usually amenable to visual analysis that could be used to create decision support tools or methods for dispatchers who must allocate first responder resources under emergency conditions. The authors have collected from the Police Data Initiative, a publicly available government repository that contains millions of annotated 911 dispatch records. The authors have selected three major American cities (Hartford, CT; Lincoln, NE; and Orlando, FL). Three experiments are performed to assess possible benefits of augmenting conventional manual methods with automated analysis derived using methods of data science. In particular, high-dimensional and non-linearly coded information not amenable to manual analysis are considered. Â© Springer Nature Switzerland AG 2020.","Hancock, M, Hancock, K, Tree, M, Kirshner, M, Bowles, B",English,"4Digital, Gloucester, United States Murray State University, Murray, United States Sirius 20, New York, United States University of Arizona, Tucson, United States",10.1007/978-3-030-50439-7_24,Springer,03029743 (ISSN); 9783030504380 (ISBN),"defaultdict(<class 'list'>, {'ED': ['Schmorrow, D D', 'Fidopiastis, C M']})",NA,1,112
1448,JOUR,"Land use, physical deterioration, resident-based control, and calls for service on urban streetblocks",1998,NA,Justice Quarterly,15,1,121,149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038771169&doi=10.1080%2F07418829800093661&partnerID=40&md5=eb73890fc13269e0d0ebb6a878d897ab,"Cited By :86, Export Date: 19 August 2021","Using data collected from an inner-city Philadelphia neighborhood, we explore street block-level relationships between land use, physical deterioration, resident-based control, and calls for police service. We hypothesize that land use is a key factor influencing both resident-based control and physical deterioration and that these, in turn, are related to calls for service. Analyses show that the presence of storefronts is the strongest determinant of calls for service for crime and non crime problems. Physical deterioration and resident-based control are less influential. In accord with our hypotheses, land use influences resident-based control and deterioration. It appears that land use and physical deterioration influence different aspects of resident-based informal control. Also, not all dimensions of resident-based control relate to police activity. Results underscore the importance of clarifying which specific dimensions of land use, deterioration, and resident-based control influence crime-related outcomes. Â© 1998 Academy of Criminal Justice Sciences.","Kurtz, E M, Koons, B A, Taylor, R B",English,"Temple University, United States Michigan State University, United States",10.1080/07418829800093661,NA,NA,NA,NA,1,113
474,BOOK,Demonstrating the analytical utility of GIS for police operations: A final report,2000/01,"CRIME analysis, GEOGRAPHIC profiling (Criminology), Geographical Information Systems",Demonstrating the analytical utility of GIS for police operations: A final report,NA,NA,NA,NA,https://search.ebscohost.com/login.aspx?direct=true&db=cja&AN=CJA0370040001971s&site=ehost-live,"Accession Number: CJA0370040001971s; LeBeau, J. L.; Source Info: 2000; Note: Published by Southern Illinois University, Carbondale, IL; Note: CJA Print Source Information: December 2005, 37:4; Subject Term: GEOGRAPHIC profiling (Criminology); Subject Term: CRIME analysis; Number of Pages: 93p; Document Type: Book","This report analyses a three-part project between the Charlotte-Mecklenburg Police Department and the Southern Illinois University at Carbondale to demonstrate the usefulness of GIS (geographical information system) technologies. First, calls for service were analyzed by changing distributions based on street size, intensity of crime and color of area. The second redesign focused on models for assessing, analyzing, and mapping hazardous space for police work (areas where officers are injured). Finally, the third analyzed police response to special events. Overall, additional research and development of mapping and GIS technology is necessary in the field. New partnerships also have to be formed between the police and those responsible for monitoring environments for these technologies to produce meaningful results.","LeBeau, J L",NA,NA,NA,NA,NA,NA,NA,1,114
