google_id,google_title,google_year,google_source,google_abstract,google_authors,google_title_simple
585,"Gender, race, and urban policing: The experience of African American youths",2006,Gender & Society,… allows us to examine how gender intersects with race and place in shaping youths' expectations of law enforcement and the … was to collect data that could provide a relatively holistic assessment of youths' experiences with the police and their perceptions of policing in their …,"RK Brunson, J Miller",gender race and urban policing the experience of african american youths
597,Police organization and management issues for the next decade,2006,NA,"… terrorist attack: law enforcement, fire, medical, transportation, communications, infrastructure, etc.) … collaborations are altering the structure and practices of local police organizations. In examining the impact of the war on terror on local policing, two kinds of studies seem useful …",SD Mastrofski,police organization and management issues for the next decade
599,"Physical deterioration, disorder, and crime",2006,Criminal Justice Policy Review,"… Policing drug hot spots: The Jersey City drug market analysis experiment … Broken windows: Police and neighborhood safety … Before joining the University of South Alabama, he served as a law enforcement officer with the Chicago Police Department …",TC O'Shea,physical deterioration disorder and crime
627,Police effectiveness and democracy: shape and direction of the relationship,2006,Policing: An International Journal of Police Strategies & …,"… efforts coordinated by supranational bodies in societies experiencing failed or failing states (Bureau of International Narcotics and Law Enforcement Affairs, 1997; Bayley, 2001). It is fair to say that without democracy and democratization, policing and the police would not have …",HE Sung,police effectiveness and democracy shape and direction of the relationship
667,Asymmetry in the impact of encounters with police,2006,Policing & society,"… and neighbourhood factors. On the other hand, Weitzer and Tuch (1999) found social class effects among blacks for general attitudes about the police, but not for their views of neighbourhood policing. They hypothesize that …",WG Skogan,asymmetry in the impact of encounters with police
669,Encyclopedia of Police Science: 2-volume set,2006,NA,"… CONTRIBUTORS Rolando V. del Carmen Sam Houston State University Ronald G. DeLord Combined Law Enforcement Association of Texas … the police has substantially increased, making criminology more relevant to the study of the police, and policing more acceptable …",JR Greene,encyclopedia of police science 2volume set
699,The public face of policing,2006,NA,"… to measure programme outcomes and also develop an empirical knowledge base to inform police conduct 'on the ground.' From the outset, the NRPP took seriously the previously noted public demand for increased visibility and responsiveness in the delivery of policing …",M Innes,the public face of policing
769,Hot spots policing as a model for police innovation,2006,Police innovation: Contrasting …,"… & Green, 1995)* Kansas City Gun Project (Sherman & Rogan, 1995a) Kansas City Crack House Police Raids Program (Sherman & Rogan, 1995b)* Beenleigh Calls for Service Project (Criminal Justice Commission, 1998) Jersey City Problem-Oriented Policing at Violent Places …","D Weisburd, AA Braga",hot spots policing as a model for police innovation
878,Evaluation of a police and social services domestic violence program: Empirical evidence needed to inform public health policies,2006,Violence against women,"… Although community policing has no com- monly accepted definition, it encourages a more … that without an understanding of the effects of these variables, police responses may … involved collaboration among multiple community organi- zations and local law enforcement in San …","MF Hovell, AG Seid, S Liles",evaluation of a police and social services domestic violence program empirical evidence needed to inform public health policies
926,Enhancing Policing Quality and Efficiency through Internal Promotion of Care and Support in the Hong Kong Police Force,2006,ASIAN POLICING,NA,"D WONG, K LI, S YIP",enhancing policing quality and efficiency through internal promotion of care and support in the hong kong police force
978,Community engagement in policing: Lessons from literature,2006,NA,"… This was intended to allow officers to respond to more calls for service, thereby improving police- community relations. It is now recognised that the opposite occurred (Newburn 2003: 85); this 'professional' model of policing weakened the ties between …",A Myhill,community engagement in policing lessons from literature
979,Proactive policing: Standing on the shoulders of community‐based policing,2006,Police Practice and Research,"… Benefits of the patrol staffing forecast [Google Scholar]; Edmonton Police Service … Intelligence led policing and the key role of criminal intelligence analysis: Preparing for the … Rounding up the usual suspects: Developments in contemporary law enforcement intelligence, Aldershot …",C Clarke,proactive policing standing on the shoulders of communitybased policing
36,Law enforcement response to domestic violence calls for service: Final report,2005,"Washington, DC: US Department …","Findings show that 77 percent of police departments have written procedures for responding to domestic-violence calls for service. Fifty-five percent of the departments have revised their initial policies, with most updating them to reflect changes in State law. Approximately 80 …","M Townsend, D Hunt, S Kuck, C Baxter",law enforcement response to domestic violence calls for service final report
98,"The impact of serious crime, racial threat, and economic inequality on private police size",2005,Social Science Research,"… to abide by many of the legal requirements imposed on public law enforcement officers … The constitutional exemptions afforded private police concern many individuals and have led Bayley and Shearing (1996, p. 595) to write that, “private commercial policing and community …","SJ D'Alessio, D Eitle, L Stolzenberg",the impact of serious crime racial threat and economic inequality on private police size
182,Evaluability assessment of the president's family justice center initiative,2005,NA,… Measures include types of police calls for service as a measure common to all sites and available from police records. Programs that focus on offender accountability might also use the number of successful prosecutions or the time to prosecution as measures …,"M Townsend, D Hunt, W Rhodes",evaluability assessment of the presidents family justice center initiative
195,An examination of police officers' insights into problem identification and problem solving,2005,Crime & Delinquency,"… Second, is there some level of consensus among members of the police workgroup? Finally, following a comprehensive community-oriented policing training course, do officers still rely upon traditional law enforcement tactics, or do they suggest strategies learned in the …","G Bichler, L Gaines",an examination of police officers insights into problem identification and problem solving
233,Managing police patrol time: The role of supervisor directives,2005,Justice Quarterly,"… citations, “there is little evidence that officer‐initiated activities are of practical value to law enforcement.” … and to provide these officers with more time to engage in proactive policing activities. At the time of our study, Baltimore Police Department employed a strategy known as …","CN Famega, J Frank, L Mazerolle",managing police patrol time the role of supervisor directives
277,The policing of farm crime,2005,Police Practice and Research,"… police in response to calls for service (; ; ), and it is very likely that the police in rural … research conducted on the extent and pattern of farm crime (), and studies of policing and farm … first source is a survey of 1,100 farmers that solicited their views about law enforcement and their …","JF Donnermeyer, E Barclay",the policing of farm crime
337,Community policing: The middle manager's perspective,2005,Police Quarterly,"… Agencies committed to community policing must perform their traditional duties of law enforcement, order maintenance … The police function is expanded to include a proactive response to maintaining order, dealing with quality-of-life offenses, and fixing “broken windows …","GF Vito, WF Walsh, J Kunselman",community policing the middle managers perspective
345,Validation of the technology acceptance model for police,2005,Journal of Criminal Justice,"… The TAM was a moderately robust model, and its applicability to law enforcement was examined in … of a larger project that evaluated the effects of computer technology on community policing in a … The majority of the officers had been employed at the police department for two to …","CA Colvin, A Goh",validation of the technology acceptance model for police
393,Issues concerning visibility and reassurance provided by the new 'policing family',2005,Journal of community & applied social psychology,"… Also acknowledged in the documents was the importance of the style of policing as a fac- tor in public satisfaction. The evidence of a public demand for an increased level of police presence is well documented (Jones & Newburn, 2002; Loader, 1997) …",CA Cooke,issues concerning visibility and reassurance provided by the new policing family
645,Transient solution to the time-dependent multiserver Poisson queue,2005,Journal of applied probability,"… In this paper, we are motivated by police calls for service, which occur more frequently in the evening – when the bars close – and during morning rush hour than in the dead of night, when residents are asleep (see Figure 1). Relatively few exact results exist for transient …",BH Margolius,transient solution to the timedependent multiserver poisson queue
720,Minority‐threat hypothesis and the workload hypothesis: A community‐level examination of lenient policing in high crime communities,2005,Criminal Justice Studies,"… hypothesis, which argues that police are more likely to use full law enforcement authority (ie … effects of workload, crime rates, and racial composition on lenient policing explain approximately … that the relationship between crime and leniency will operate through police workload …","AL Jackson, LM Boyd",minoritythreat hypothesis and the workload hypothesis a communitylevel examination of lenient policing in high crime communities
729,The study of policing,2005,Police quarterly,"… had been set in the 1920s by August Vollmer's attempt to make policing a profession. This was amplified by the Law Enforcement Administration Agency program, Law Enforcement Educational Program for educational benefits, and North American police union efforts …",PK Manning,the study of policing
744,Parallels between community oriented policing and the war on terrorism: Lessons learned,2005,Criminal Justice Studies,… the eyes and inspection capabilities of other agencies can dramatically expand law enforcement's pre‐emptive powers … Many of the success stories within community and problem oriented policing are founded in successful linkages between police departments and …,WV Pelfrey Jr,parallels between community oriented policing and the war on terrorism lessons learned
774,"… 'soft'policing is hard: On the curious development of reassurance policing, how it became neighbourhood policing and what this signifies about the politics of police …",2005,Journal of Community & Applied Social Psychology,… These actions can take the form of either 'soft' interventions (ie problem-solving) or 'hard' ones (ie coercive forms of law enforcement) depending upon the nature of the problem and the situation in which it is located … Changing police culture: Policing in a multicultural society …,M Innes, softpolicing is hard on the curious development of reassurance policing how it became neighbourhood policing and what this signifies about the politics of police 
783,Geographic information systems and crime mapping in criminal justice agencies,2005,Information technology and the criminal justice …,"… Using law enforcement crime reports and calls for service information, VOCA administrators can determine areas where … then linkage with other agencies and interventions is a central need of police agencies shifting from traditional to [problem-oriented policing)""(p. 150) …",A Pattavina,geographic information systems and crime mapping in criminal justice agencies
798,"Police officers on drug corners in Philadelphia, drug crime, and violent crime: Intended, diffusion, and displacement impacts",2005,Justice Quarterly,"… policing (Goldstein, 1990). Problem‐oriented policing is “… (An approach where the) police go beyond individual crimes and calls for service, and take on the underlying problems that create them” (Eck & Spelman, 1987). Placing a …","BA Lawton, RB Taylor, AJ Luongo",police officers on drug corners in philadelphia drug crime and violent crime intended diffusion and displacement impacts
805,Police responses to persons with mental illness,2005,Critical issues in policing …,"… Hails, J., & Borum, R.(2003). Police training and specialized approaches to respond to people with mental illnesses … California law enforcement agen- cies and the mentally ill offender … Jennings, WG (2006). Revisiting prediction models in policing: Identifying high-risk offenders …","WG Jennings, EJ Hudak",police responses to persons with mental illness
814,Situational policing,2005,FBI L. Enforcement Bull.,"… an initial stage of stepped-up law enforcement, a second wave of activity might include problem solving.' Problem-oriented policing has proven effective over the years in identifying and eliminating the underlying causes of many of the calls for service. At first, the police might do …","JJ Nolan, N Conti, J McDevitt",situational policing
851,Integrating GIS and maximal covering models to determine optimal police patrol areas,2005,… information systems and …,"… Where operations research techniques have been employed in law enforcement contexts it has been noted … While crime reduction is clearly of paramount importance to policing, their efforts to reach … As with all government agencies, police departments are subject to a number of …","KM Curtin, F Qui, K Hayslett-McCall, ...",integrating gis and maximal covering models to determine optimal police patrol areas
857,Introduction to criminal justice,2005,NA,"… Oaks, California Replaced the Law Enforcement Code of Ethics Revised the Characteristics of Police Work section, including Table: Law Enforcement Officers Assaulted … the United States by Circumstance Added new Thinking Critically question to the Policing in America …","RM Bohm, KN Haley",introduction to criminal justice
161,An exploratory study of Pennsylvania police officers' perceptions of dangerousness and their ability to manage persons with mental illness,2004,Police quarterly,… A lack of policy or guidelines in CFS for persons with mental illness may tend to cause the responding officer(s) to handle these calls from a law- enforcement perspective instead of a … Forces of deviance: Understanding the dark side of policing … 370 POLICE QUARTERLY (Vol …,"J Ruiz, C Miller",an exploratory study of pennsylvania police officers perceptions of dangerousness and their ability to manage persons with mental illness
176,"Outdoor temperature, climate control, and criminal assault: The spatial and temporal ecology of violence",2004,Environment and Behavior,"… This hypothesis was tested by subjecting calls for service received by police in Dallas, Texas, to multivariate analyses of covariance that employed weather variables as predictors and controlled for the temporal variables of holidays, time of day, day of the week, and season of …","J Rotton, EG Cohn",outdoor temperature climate control and criminal assault the spatial and temporal ecology of violence
181,Crime on bus routes: an evaluation of a safer travel initiative,2004,Policing: An International …,"… CCTV schemes, and in particular those that initiate some form of law enforcement response (where … in terms of a seasonal pattern or a general change in policing policy … Police calls for service records are a good indicator of public demand for police intervention, and have …","AD Newton, SD Johnson, KJ Bowers",crime on bus routes an evaluation of a safer travel initiative
262,"Bridging healthcare, police, and court responses to intimate partner violence perpetrated by individuals with severe and persistent mental illness",2004,Psychiatric Quarterly,"… The plain- tiff claimed the police responded differently to her calls for assistance than they would have a case involving two strangers … In- deed, in one study of 91 police calls for service to homes with children, 85 cases were devoted to domestic violence calls (10) …","C Cerulli, KR Conner, R Weisman",bridging healthcare police and court responses to intimate partner violence perpetrated by individuals with severe and persistent mental illness
386,Interactive police-citizen encounters that result in force,2004,Police quarterly,… Encounters involving violent calls for service and property offenses are significantly more likely to result in … officer experience may have less to do with the nature of police use of … The social world of policing is composed of communication through ongoing processes or messages …,"GP Alpert, RG Dunham, JM MacDonald",interactive policecitizen encounters that result in force
472,"Auto theft and theft from autos in parking lots in Chula Vista, CA: Crime analysis for local and regional action",2004,Crime Prevention Studies,NA,"N Plouffe, R Sampson",auto theft and theft from autos in parking lots in chula vista ca crime analysis for local and regional action
474,The effectiveness of external assessments in facilitating organizational change in law enforcement,2004,Policing: An International Journal of Police …,"… Assimilating the ideals of community policing into the cultural bulwark of a law enforcement agency can also be done through the … Many departments are attempting to recruit and select police officers who embrace the ideals of community policing (Roche et al., 2001) …","AL Giacomazzi, DC Brody",the effectiveness of external assessments in facilitating organizational change in law enforcement
512,Improving the police response to mental illness in the community.,2004,NA,"… Mental Health personnel The main COnflicts between a mental health worker and law enforcement Officer are … what they would be willing to do to enhance their working relationship with the police. In Chapter Two, lwill review various policing models, eg, traditional policing vs …",G Ranquist,improving the police response to mental illness in the community
668,Fairness and effectiveness in policing: The evidence,2004,NA,"… and to what extent do they utilize a broad range of tools, including traditional law enforcement powers … much evidence of the effectiveness of what we have called the “focused model” of policing … Debates over the proper size of a city's police department also usually hinge on the …",National Research Council,fairness and effectiveness in policing the evidence
688,The Police and Policing,2004,The Blackwell Companion to Law and Society,"… One study of community policing in Seattle, Washington indicates that the imple- mentation of community policing may only constitute a modest break from trad- itional law enforcement practices (Lyons … In reality, community policing may empower the police more than it …",J Bell,the police and policing
702,Inflammatory rhetoric on racial profiling can undermine police services,2004,Canadian Journal of Criminology and Criminal Justice,"… community have mobilized to stop these killings and have called for a tougher law enforcement response … Goldstein, H. 1979 Improving policing: A problem-oriented approach … and R. Homel 1997 March Repeat break and enter crimes: An analysis of police calls for service data in …",T Gabor,inflammatory rhetoric on racial profiling can undermine police services
704,Internal and external challenges to implementing community policing: Examining comprehensive assessment reports from multiple sites,2004,Criminal justice studies,"… If community policing is to succeed, police must connect with their external environment and citizens must assume responsibility for the quality of their neighborhood life … It is designed to identify the status of community policing within law enforcement agencies in its five …","AL Giacomazzi, S Riley, R Merz",internal and external challenges to implementing community policing examining comprehensive assessment reports from multiple sites
715,Evaluating community policing in the Netherlands,2004,"European journal of crime, criminal law and …","… Since maintaining public order and law enforcement often coincide, the mayor and the public prosecutor … That is to be realised by small-scale, community oriented policing. Community police officers are accessible, recognisable and in- dividually responsible, and they take a …","K Van der Vijver, O Zoomer",evaluating community policing in the netherlands
717,African American and White perceptions of police services: Within-and between-group variation,2004,Journal of Criminal Justice,"… When evaluating perceptions of police services from a community policing perspective, it is necessary to consider a respondent's attachment to their community. Factors such as a citizen's marital status and whether they own …","BM Huebner, JA Schafer, TS Bynum",african american and white perceptions of police services withinand betweengroup variation
718,"Spatial analysis of the effects of revitalization on crime in the Jeffrey-Lynne community in Anaheim, California",2004,NA,"… In this study, location quotients are used to analyze what effect the revitalization had on calls for service to the police. History of Anaheim … 1990) . City of Anaheim *2000 population from Anaheim Police Department … area, a pool, a computer room, and a community policing …",JE Conley,spatial analysis of the effects of revitalization on crime in the jeffreylynne community in anaheim california
724,Compstat process,2004,FBI L. Enforcement Bull.,"… purposes and to maintain clarity, the author refers to the leaders of law enforcement organizations as … An Analysis of the Impact of New York City's Police Reforms"" (New York, NY, 2001 … The findings of this study concluded that 1) ""broken windows"" policing is linked significantly …",JM Shane,compstat process
860,Looking for the driving while black phenomena: Conceptualizing racial bias processes and their associated distributions,2004,Police Quarterly,"… The use of profiles in law enforcement is thought to increase the effi- ciency of officers and, consequently, the police organization as … An obvious result of group generalizations in policing is that a widely cast net subjects many noncriminal minorities to police scrutiny even …","D Tomaskovic-Devey, M Mason, ...",looking for the driving while black phenomena conceptualizing racial bias processes and their associated distributions
880,The impact of new immigration patterns on the provision of police services in midwestern communities,2004,Journal of Criminal Justice,"… police contacts could result in immigration or employment problems (Walker, 1997). Impact of immigration on rural policing. The influx of Hispanic immigrants into traditional racially and ethnically homogeneous rural communities creates challenges for local law enforcement …",L Culver,the impact of new immigration patterns on the provision of police services in midwestern communities
970,The end of community policing: Remembering the lessons learned,2004,FBI L. Enforcement Bull.,"… Law Enforcement Bulletin ul Page 4. Cons "" overly compartmentalized "" no acknowledgment of the contribution of patrol officers "" absence of flexibility COMMUNITY ORIENTED POLICING Pros "" recognition of depth and array of police work beyond responding to calls for service …",RG Kerlikowske,the end of community policing remembering the lessons learned
133,Call management and community policing: a guidebook for law enforcement,2003,… oriented policing …,… Title: Call Management and Community Policing: A Guidebook for Law Enforcement … examines police call management strategies and how they impact community policing practices … main issues addressed in this guidebook include an examination of how police agencies around …,"T McEwen, D Spence, R Wolff, J Wartell, ...",call management and community policing a guidebook for law enforcement
138,Even criminals take a holiday: Instrumental and expressive crimes on major and minor holidays,2003,Journal of criminal justice,"… Similarly, Templer, Brooner, and Corgiat (1983) reported analyses that indicated that calls for police service were more frequent on … The data for this research consisted of all nonduplicate calls for service received by the Minneapolis (Minnesota) Police Department between …","EG Cohn, J Rotton",even criminals take a holiday instrumental and expressive crimes on major and minor holidays
165,"Zoning out crime and improving community health in Sarasota, Florida:“crime prevention through environmental design”",2003,American Journal of …,"… From 1990 through 1998, calls for service decreased in the North Trail Corridor … Sarasota Police Department Advanced Information Management Reports 30-02 and 30 … participants, professional consultants, architectural students, city planners, and law enforcement officers who …","SP Carter, SL Carter, ...",zoning out crime and improving community health in sarasota floridacrime prevention through environmental design
440,Repeat calls for people with mental illness: An application of hot-spots analysis,2003,Police Forum,NA,"E Biebel, G Cordner",repeat calls for people with mental illness an application of hotspots analysis
450,Police approaches that improve the response to people with mental illnesses: A focus on victims,2003,The Police Chief,… These calls for service constitute between 7 and 10 percent of all police contacts … Part of fulfilling this goal involves the police assistance to victims … The Consensus Project report addresses law enforcement's role in assisting persons with mental illness that are victims of crime and …,"M Reuland, GJ Margolis",police approaches that improve the response to people with mental illnesses a focus on victims
455,The benefits and consequences of police crackdowns,2003,NA,"… The term crackdown is widely used in reference to policing and law enforcement, although it is often used … Adapted from San Diego Police Department (1998) … Smoky Haze, and Rehab.” Submission for the Herman Goldstein Award for Excellence in Problem-Oriented Policing …",MS Scott,the benefits and consequences of police crackdowns
481,From 'pluralisation'to 'the police extended family': discourses on the governance of community policing in Britain,2003,International journal of the sociology of law,"… of municipal authorities to employ City Guards, effectively providing for a 'third tier' of policing … aim of the City Guards scheme was to use agents without police powers to remind citizens of their social responsibilities and obligations without recourse to formal law enforcement …",L Johnston,from pluralisationto the police extended family discourses on the governance of community policing in britain
555,Repeat victimization: lessons for implementing problem-oriented policing.,2003,NA,… Repeat Victimization: Lessons for lmplementing Problem-oriented Policing Table 4: Police Performance Regime – Reducing Repeat Victimization Year Performance Commentary requirement 1995 - 1996 Demonstrate This perfornhance indicator (PI) was chosen capability …,"G Laycock, G Farrell",repeat victimization lessons for implementing problemoriented policing
560,Crime Prevention through Environmental,2003,Handbook of environmental psychology,"… Law enforcement agen- cies are required to report eight Part I crimes—four personal crimes (rape … If the set of communities studied spans multiple police de- partments, we now have … public agencies to deliver ser— vices such as fire suppression, trash collection, and policing …",RB Taylor,crime prevention through environmental
608,"Citizen perceptions of police services: Race, neighborhood context, and community policing",2003,Police quarterly,"… and “Police officers respond to citizens calls for service in a timely manner.” For both questions, citizens were asked if they strongly disagree(1), disagree(2), agree(3), or strongly agree (4). Because the department had recently made a transition to community policing, the …","JA Schafer, BM Huebner, TS Bynum",citizen perceptions of police services race neighborhood context and community policing
633,Evaluation of police patrol patterns,2003,NA,"… the car divides its time uniformly among those atoms or in proportion to the atoms' calls-for-service history … In many cities, the concept of “community policing” is important … Hence, as with response times, police planners want to achieve uniform levels of interdistrict dispatches …",S Sacks,evaluation of police patrol patterns
680,"POLICE OFFICERS'ATTITUDES, BEHAVIOR, AND SUPERVISORY INFLUENCES: AN ANALYSIS OF PROBLEM SOLVING",2003,Criminology,"… ATTITUDES The POPN interview instrument enables us to measure seven attitudes concerning community policing and the police role more generally: orien- tations toward problem solving; priority for problem solving; orientations toward law enforcement, aggressive patrol …","RS Engel, RE Worden",police officersattitudes behavior and supervisory influences an analysis of problem solving
682,Police crime analysis: A survey of US police departments with 100 or more sworn personnel,2003,Police practice and research,"… If the community policing model demands information from more domains, then we should see … Spelman (1988) and others criticize law enforcement information processing operations, arguing that too … Goldstein (1990) insists that the police must move past simply counting crime …","T O'Shea, K Nicholls",police crime analysis a survey of us police departments with 100 or more sworn personnel
697,The minority population/police strength relationship: Exploring past research,2003,Criminal Justice Studies,"… This measure includes all law enforcement officers in an area, including officers performing non-police … jurisdiction(s) being studied, but should also control for the number of calls for police service … Based upon each jurisdiction's calls for service and the crime rate, the amount of …",B Sever,the minority populationpolice strength relationship exploring past research
735,Measures vs actions: the balanced scorecard in Swedish Law Enforcement,2003,International Journal of Operations & …,"… work. First, our study addressed the deployment of the balanced scorecards in Swedish Law Enforcement. The Swedish government enacted community policing and crime prevention as priorities of police work. Surprisingly …","S Carmona, A Grönlund",measures vs actions the balanced scorecard in swedish law enforcement
760,Getting the police to take problem-oriented policing seriously,2003,Crime prevention studies,"… Ideally, there would be a clearer understanding of what the term ""problem"" refers to: that it refers to an aggregation of smaller units of police business — incidents, complaints, crimes, calls-for-service, -50- Page 3. Getting Police To Take Problem-oriented Policing Seriously …",MS Scott,getting the police to take problemoriented policing seriously
766,Contacts with the police: Patterns and meanings in a multicultural realm,2003,Police & Society,"… service the communities residing in them. Key Words: Police, community policing, ethnography, multiculturalism, disorder, immigrants, calls for service, social control, policing minorities Introduction A hallmark of “reform era …",PR Ibarra,contacts with the police patterns and meanings in a multicultural realm
788,Policing Mayberry: The work routines of small-town and rural officers,2003,American Journal of Criminal Justice,"… dominated officer activity time across the 5 small depart- ments, suggesting that certain police functions are common to police work across … Law enforcement related activities consumed very little of the of- ficer's time spent away from citizens (1.2%) … 64 POLICING MAYBERRY …","J Liederbach, J Frank",policing mayberry the work routines of smalltown and rural officers
917,Police officers on two‐officer units: A study of attitudinal responses towards a patrol experiment,2003,Policing: An International Journal of Police …,… This requirement is unique and not commonly found among most law enforcement agencies … Another unique dimension of this police department relates to claims that it understands and practices innovative community‐policing strategies …,"A Del Carmen, L Guevara",police officers on twoofficer units a study of attitudinal responses towards a patrol experiment
925,Reforming to preserve: Compstat and strategic problem solving in American policing,2003,Criminology & Public …,"… police agencies in 1999, the 1996 Directory Survey of Law Enforcement Agencies conducted … and private organizations, reduce complaints about police misbehavior, increase police managers' control over actual field operations, improve officers' policing skills, improve …","D Weisburd, SD Mastrofski, AM McNally, ...",reforming to preserve compstat and strategic problem solving in american policing
963,The myth (?) of the police sub‐culture,2003,Policing: An International Journal of Police …,… Measures of adherence to the police sub‐culture. Respondents' degree of adherence to the sub‐culture of policing is measured by five distinct work/role orientation … not forget that enforcing the laws is by far their most important responsibility;” “Most law enforcement officers have …,"JK Cochran, ML Bromley",the myth  of the police subculture
192,Social behavior in public space: An analysis of behavioral adaptations to CCTV,2002,Security Journal,"… How law enforcement agencies select CCTV sites thus remains a controversial issue … These questions are similar to those posed more generally about policing crime hotspots … To augment our analysis of the videotape data, we examined police calls for service, both before and …","L Mazerolle, D Hurley, M Chamlin",social behavior in public space an analysis of behavioral adaptations to cctv
290,Tired cops: The prevalence and potential consequences of police fatigue,2002,NA,"… 1996, the authors conducted studies in four mid-sized municipal law enforcement agencies located … representative in terms of staffing levels, work-shift arrangements, calls-for-service, and other … were to identify effective strategies for measuring fatigue among police officers and …","B Vila, DJ Kenney",tired cops the prevalence and potential consequences of police fatigue
341,"Climate, weather, and crime.",2002,NA,"… Cohn, EG (1996). The effect of weather and temporal variations on calls for police service. American Journal of Police, 15, 23-43. Cohn, EG (1993). The prediction of police calls for service: The influence of weather and temporal variables on rape and domestic violence …","J Rotton, EG Cohn",climate weather and crime
396,Technological approaches to controlling random gunfire: Results of a gunshot detection system field test,2002,Policing: An International …,"… Law enforcement could embrace a similar approach with gunshot location technology … Certainly, if these forms of surveillance become commonplace in police departments in the USA, it can … For now, however, programs for policing places with random gunfire problems should be …","C Watkins, LG Mazerolle, D Rogan, ...",technological approaches to controlling random gunfire results of a gunshot detection system field test
409,Testing assumptions made by the Supreme Court concerning the negative secondary effects of adult businesses: A quasi-experimental approach [Fort Wayne …,2002,International Communication Association …,"… thefts, burglaries and robberies. Over 39,000 calls for service to the police for a three-year-ten-month … was examined for the number of police calls for service occurring over a three-year period. Page 19. Secondary Effects 19 …","B Paul, D Linz",testing assumptions made by the supreme court concerning the negative secondary effects of adult businesses a quasiexperimental approach fort wayne 
416,Community views on crime and policing: Survey mode effects on bias in community surveys,2002,Justice Quarterly,"… Differences by mode were significant on victimiza- tion and calls for service only in the two lower … to cooperate with the phone survey were more familiar with the police and less … Three attitudes related to policing, disorder, and quality of life in neighborhoods were examined for …","KM Hennigan, CL Maxson, D Sloane, ...",community views on crime and policing survey mode effects on bias in community surveys
420,Police handling of the mentally ill in domestic violence situations,2002,Criminal Justice and Behavior,"… to arrest mentally ill suspects who were disrespectful toward them, a finding confirmed in policing research (Buzawa & … ill are often problematic, noting delays in the process- ing of mentally ill lowers police efficiency as measured in responses to calls for service (Handberg & …","MA Finn, LJ Stalans",police handling of the mentally ill in domestic violence situations
655,Implementing community-oriented policing: Organizational change and street officer attitudes,2002,Crime & delinquency,"… Law enforcement agencies have to move away from a top-down, paramili- tary style of management … when an agency attempts to move from a traditional style of policing to COP … Although none of the six police departments in one study had formally decentralized departments or …","RE Adams, WM Rohe, TA Arcury",implementing communityoriented policing organizational change and street officer attitudes
681,How roadway composition matters in analyzing police data on racial profiling,2002,Police Quarterly,"… police action requires the presence of “suspicious” behavior(s) or law enforcement information that … These sectors have lower population density, fewer calls for police service, and less reported violent … these sectors (EF, GH) have more space to patrol and fewer calls for service …","AJ Meehan, M Ponder",how roadway composition matters in analyzing police data on racial profiling
834,Improved street lighting and crime prevention,2002,Justice quarterly,"… Barnett, and Mirchandani (1979) as part of the National Evaluation Program of the Law Enforcement Assistance Agency (LEAA) … offenses); police records Crime (burglary, vehicle theft, and assault); police records Crime (total); police records Calls for service (violent and …","DP Farrington, BC Welsh",improved street lighting and crime prevention
943,Race and place: The ecology of racial profiling African American motorists,2002,Justice Quarterly,"… 1980s, the war on drugs became the primary con- cern of law enforcement, and with … These sectors have less population density, fewer calls for police service, and less reported violent and property … in these sectors (EF, GH) have more space to patrol and fewer calls for service …","AJ Meehan, MC Ponder",race and place the ecology of racial profiling african american motorists
944,Predicting the effects of military service experience on stressful occupational events in police officers,2002,Policing: An International Journal of Police Strategies & …,"… Interestingly, Kraska and Kappeler (1997) found that, contrary to the present emphasis on community‐oriented policing among law enforcement agencies, police departments are moving toward militarization, as evidenced by an increase in the development and operation of …",GT Patterson,predicting the effects of military service experience on stressful occupational events in police officers
960,Evaluation of the Devonport CCTV scheme,2002,… and Community Safety Council: Tasmania Police,"… a community survey, interviews with stakeholders and an analysis of police crime and calls-for-service data … CCTV cameras are increasingly being used to assist police to reduce crime and anti- social … that the advent of CCTV is the most important change in policing to have …",V Goodwin,evaluation of the devonport cctv scheme
980,Public sector operations research: A personal journey,2002,Operations Research,"… At that time, in the mid-1960s, no one had studied urban policing from an … of the Science Technology Task Force of the President's Commission on Law Enforcement and Administration … HYPERCUBE QUEUEING MODEL An urban police force responding to calls for service is a …",RC Larson,public sector operations research a personal journey
116,The Evolving Strategy of Policing: Case Studies of Strategic Change,2001,NA,"… the concepts and issues discussed in this monograph are organizational strategy for change; the police crises of the 1960's and the President's Commission on Law Enforcement and the Administration of Justice; police-community relations, team policing, and the …","GL Kelling, MA Wycoff",the evolving strategy of policing case studies of strategic change
154,"Temperature, routine activities, and domestic violence: A reanalysis",2001,NA,"… mically, police departments receive more complaints about domestic vi ~ lence on warm than cool or cold &ys. Cohn did not discuss this apparent anomaly, because her aims were pjmarily acmarial as suggested by her article's title: 'She prediction of polia calls for service."" …","J Rotton, EG Cohn",temperature routine activities and domestic violence a reanalysis
155,The effects of hot spots policing on crime,2001,The ANNALS of the American Academy of …,"… To be considered for this review, POP initiatives had to engage pri- marily traditional policing tactics such as law enforcement actions, informal … Eligible studies had to measure the effects of the police intervention on officially recorded levels of crime at the places …",AA Braga,the effects of hot spots policing on crime
